snapshot-date,sku,fnsku,asin,product-name,condition,available,pending-removal-quantity,inv-age-0-to-90-days,inv-age-91-to-180-days,inv-age-181-to-270-days,inv-age-271-to-365-days,inv-age-366-to-455-days,inv-age-456-plus-days,currency,units-shipped-t7,units-shipped-t30,units-shipped-t60,units-shipped-t90,alert,your-price,sales-price,lowest-price-new-plus-shipping,lowest-price-used,recommended-action,DEPRECATED healthy-inventory-level,recommended-sales-price,recommended-sale-duration-days,recommended-removal-quantity,estimated-cost-savings-of-recommended-actions,sell-through,item-volume,volume-unit-measurement,storage-type,storage-volume,marketplace,product-group,sales-rank,days-of-supply,estimated-excess-quantity,weeks-of-cover-t30,weeks-of-cover-t90,featuredoffer-price,sales-shipped-last-7-days,sales-shipped-last-30-days,sales-shipped-last-60-days,sales-shipped-last-90-days,inv-age-0-to-30-days,inv-age-31-to-60-days,inv-age-61-to-90-days,inv-age-181-to-330-days,inv-age-331-to-365-days,estimated-storage-cost-next-month,inbound-quantity,inbound-working,inbound-shipped,inbound-received,no-sale-last-6-months,Total Reserved Quantity,unfulfillable-quantity,quantity-to-be-charged-ais-181-210-days,estimated-ais-181-210-days,quantity-to-be-charged-ais-211-240-days,estimated-ais-211-240-days,quantity-to-be-charged-ais-241-270-days,estimated-ais-241-270-days,quantity-to-be-charged-ais-271-300-days,estimated-ais-271-300-days,quantity-to-be-charged-ais-301-330-days,estimated-ais-301-330-days,quantity-to-be-charged-ais-331-365-days,estimated-ais-331-365-days,quantity-to-be-charged-ais-366-455-days,estimated-ais-366-455-days,quantity-to-be-charged-ais-456-plus-days,estimated-ais-456-plus-days,historical-days-of-supply,fba-minimum-inventory-level,fba-inventory-level-health-status,Recommended ship-in quantity,Recommended ship-in date,Last updated date for Historical Days of Supply,Exempted from Low-Inventory-Level fee?,Low-Inventory-Level fee applied in current week?,Short term historical days of supply,Long term historical days of supply,Inventory age snapshot date,Inventory Supply at FBA,Reserved FC Transfer,Reserved FC Processing,Reserved Customer Order,Total Days of Supply (including units from open shipments),supplier,is-seasonal-in-next-3-months,season-name,season-start-date,season-end-date
2026-04-30,SATIN-STRIPE-FULL-PURPLE,X0030KQT8F,B09G6K4PXD,"DECOLURE Satin Bed Sheets - 4 Piece Luxury Silky Full Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Striped Purple)",New,68,0,2,30,30,2,0,10,USD,0,3,5,13,,45.95,0,45.95,0,NoRestockExcessActionRequired,,26.96,21,0,358.92,0.17,0.173024,cubic feet,Standard,11.765632,US,gl_home,10574,366,39,90,68,45.95,0,99.87,159.77,397.37,0,1,1,31,1,40.19,0,0,0,0,,6,0,0,0,0,0,0,0,31,29.24,0,0,1,1.02,0,0,10,13.67,756,10,Excess,,,2026-04-27,Yes,No,756,505.3,2026-04-27,68,0,6,0,366,unassigned,N,,,
2026-04-30,BEACH-TOWEL-PT-WAVE-CYAN,X004HYVJNN,B0DQ97GSMF,"DECOLURE Turkish Beach Towel Oversized 39x73 Inch - 100% Turkish Cotton, Quick Dry and Sand Free Beach Towels for Travel - Lightweight, Absorbent & Soft Peshtemal Towel - (Cyan Wave)",New,351,0,1,1,1,0,350,0,USD,0,6,16,18,Low traffic,19.95,0,19.95,0,Advertise listing,,0,0,0,11578.44,0.05,0.135618,cubic feet,Standard,47.601918,US,gl_home,978205,366,351,234,253,19.95,0,119.7,280.3,323.2,0,0,1,1,0,358.29,0,0,0,0,,0,0,1,0.07,0,0,0,0,1,0.74,0,0,0,0,350,327.54,0,0,2136,14,Excess,,,2026-04-27,Yes,No,2136,1919.4,2026-04-27,351,0,0,0,366,unassigned,N,,,
2026-04-30,LINEN-CURTAIN-52x72-NATURAL-2-PCS,X004NSBTC9,B0F637Y2S7,"DECOLURE Linen Blackout Curtains - SunShield 72 Inches Long Black Out Curtains for Living Room and Bedroom Windows - Luxury Faux Linen, 2 Panels Set, Ultra Durable - 72 Length x 52 in (Natural)",New,43,0,2,1,40,0,0,0,USD,0,0,0,0,Low traffic,28.99,0,28.99,0,Advertise listing,,0,0,0,2464.21,0,0.199952,cubic feet,Standard,8.597936,US,gl_home,5761328,366,43,,,28.99,0,0,0,0,0,0,2,40,0,35.91,0,0,0,0,,0,0,0,0,0,0,16,4.8,24,26.16,0,0,0,0,0,0,0,0,,3,Excess,,,,,,,,2026-04-27,43,0,0,0,366,unassigned,N,,,
2026-04-30,SS-SATIN-STRIPED-BLUE-QUEEN-4PCS,X004D7EX8H,B0DDR3M171,"SLEEP SANCTUARY Satin Sheets Queen Size – 4 Piece Luxury Silky Bed Set, Softer Than Silk, 15"" Deep Pocket, Cooling & Wrinkle-Free, Moisture-Wicking & Breathable for Hair & Skin (Striped Blue)",New,93,0,2,2,0,2,89,0,USD,1,5,13,24,,33.95,0,33.95,0,NoRestockExcessActionRequired,,27.62,31,0,3846.73,0.22,0.273642,cubic feet,Standard,25.448706,US,gl_home,14711,366,94,74,50,33.95,33.95,163.39,434.99,810.44,0,0,2,0,2,182.16,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,2,3.23,89,168.06,0,0,485.5,16,Excess,,,2026-04-27,Yes,No,485.5,412.1,2026-04-27,94,1,0,0,366,unassigned,N,,,
2026-04-30,SS-SATIN-BLUE-FULL-4PCS,X004D7EXHX,B0DDR28N8X,"SLEEP SANCTUARY Satin Sheets Full Size – 4 Piece Luxury Silky Bed Set, Softer Than Silk, 15"" Deep Pocket, Cooling & Wrinkle-Free, Moisture-Wicking & Breathable for Hair & Skin (Blue)",New,47,0,0,2,3,42,0,0,USD,0,0,4,5,Low conversion,31.95,0,31.95,0,Create Outlet deal,,23.76,2,0,3288.69,0.14,0.253515,cubic feet,Standard,11.915205,US,gl_home,14711,366,47,,122,31.95,0,0,133.8,165.75,0,0,0,45,0,68.84,0,0,0,0,,0,0,1,0.13,0,0,3,1.14,0,0,42,60.73,0,0,0,0,0,0,,7,Excess,,,,,,,630.4,2026-04-27,47,0,0,0,366,unassigned,N,,,
2026-04-30,BAMBOO-FULL-MIDGREY,X003TONHOV,B0BZQ43D7W,"DECOLURE 100% Viscose Derived from Bamboo Sheets Full Size - Luxury 4 Pc Naturally Cooling Sheets, Ultra Soft Bed Set - Deep 17"" Pockets, Durable Double Stitching, Oeko Tex Standard (Midgrey)",New,91,0,73,26,0,0,0,0,USD,1,20,53,65,,69.99,0,69.99,0,NoRestockExcessActionRequired,,0,0,0,0,0.57,0.254474,cubic feet,Standard,23.157134,US,gl_home,11515,133,0,27,27,69.99,59.99,1346.19,3533.61,4320.24,13,0,60,0,0,16.7,48,42,6,0,,19,0,,,,,,,,,,,,,,,,,147.2,67,Healthy,,,2026-04-27,Yes,No,124.1,147.2,2026-04-27,151,12,7,0,214,unassigned,N,,,
2026-04-30,BM-TWIN-SAGE-GREEN,X0045AITAP,B0CWJD4D6N,DECOLURE Cooling Bed Sheets Twin Set 3pcs - Luxurious & Ultra-Soft Twin Size Cooling Sheets for Hot Sleepers - Comfortable Cool Bamboo Viscose Microfiber Sheets Twin Size w/Deep Pockets (Sage Green),New,2,0,0,0,1,1,0,0,USD,0,2,2,4,,43.95,0,43.95,0,GoToRestock,,0,0,0,0.08,1,0.161206,cubic feet,Standard,0.322412,US,gl_home,99235,30,0,4,6,43.95,0,67.9,67.9,142.8,0,0,0,2,0,2.02,0,0,0,0,,0,0,0,0,0,0,0,0,1,0.88,1,0.92,0,0,0,0,0,0,83.5,6,Low stock,10,2026-05-02,2026-04-27,Yes,No,34,83.5,2026-04-27,2,0,0,0,30,unassigned,N,,,
2026-04-30,BAMBOO-FULL-CHARCOAL-6PCS,X00438MCQV,B0CQ31ZKNJ,"DECOLURE 100% Viscose Derived from Bamboo Sheets Full Size - Luxury 6 Pc Naturally Cooling Sheets, Ultra Soft Bed Set - Deep 17"" Pockets, Durable Double Stitching, Oeko Tex Standard (Charcoal)",New,70,0,30,0,44,0,0,0,USD,8,21,30,47,,90.99,0,90.99,0,NoRestockExcessActionRequired,,0,0,0,0,0.51,0.246682,cubic feet,Standard,17.26774,US,gl_home,14195,187,0,14,21,90.99,641.67,1504.04,2152.6,3278.43,0,0,30,44,0,21.53,6,6,0,0,,3,0,0,0,44,10.85,0,0,0,0,0,0,0,0,0,0,0,0,180.1,27,Healthy,,,2026-04-27,Yes,No,146.2,180.1,2026-04-27,79,3,0,0,208,unassigned,N,,,
2026-04-30,SS-SATIN-STRIPED-GOLD-QUEEN-4PCS,X004D7K89P,B0DDRB21ZG,"SLEEP SANCTUARY Satin Sheets Queen Size – 4 Piece Luxury Silky Bed Set, Softer Than Silk, 15"" Deep Pocket, Cooling & Wrinkle-Free, Moisture-Wicking & Breathable for Hair & Skin (Striped Gold)",New,8,0,1,3,2,0,2,0,USD,0,5,8,11,,33.95,0,33.95,0,GoToRestock,,0,0,0,0.01,0.73,0.284674,cubic feet,Standard,2.277392,US,gl_home,14711,57,0,6,9,33.95,0,152.8,254.65,358.5,0,0,1,2,0,3.76,0,0,0,0,,0,0,1,0.14,0,0,0,0,1,1.55,0,0,0,0,2,3.93,0,0,123,14,Low stock,17,2026-05-05,2026-04-27,Yes,No,62,123,2026-04-27,8,0,0,0,57,unassigned,N,,,
2026-04-30,SS-SATIN-DARK-GREEN-TWIN-3PCS,X004D7K7FZ,B0DDRDWVK1,"SLEEP SANCTUARY Satin Sheets Twin Size – 3 Piece Luxury Silky Bed Set, Softer Than Silk, 15"" Deep Pocket, Cooling & Wrinkle-Free, Moisture-Wicking & Breathable for Hair & Skin (Dark Green)",New,40,0,0,1,36,0,3,0,USD,2,2,2,2,,34.95,0,34.95,0,Edit listing,,0,0,0,1728.58,0.02,0.156398,cubic feet,Standard,6.25592,US,gl_home,14711,366,40,80,260,34.95,69.9,69.9,69.9,69.9,0,0,0,36,0,13.41,0,0,0,0,,0,0,1,0.08,36,5.64,0,0,0,0,0,0,0,0,3,3.24,0,0,,4,Excess,,,,,,,,2026-04-27,40,0,0,0,366,unassigned,N,,,
2026-04-30,BAMBOO-FULL-CREME,X002O51103,B08KQJ3JSW,"DECOLURE 100% Viscose Derived from Bamboo Sheets Full Size - Luxury 4 Pc Naturally Cooling Sheets, Ultra Soft Bed Set - Deep 17"" Pockets, Durable Double Stitching, Oeko Tex Standard (Creme)",New,102,0,40,73,0,0,0,0,USD,5,25,41,62,,69.99,0,61.74,0,NoRestockExcessActionRequired,,0,0,0,0,0.43,0.222549,cubic feet,Standard,22.699998,US,gl_home,11515,169,0,16,21,61.74,316.95,1665.49,2630.81,3975.83,1,1,38,0,0,14.81,0,0,0,0,,7,0,,,,,,,,,,,,,,,,,187.9,53,Healthy,9,2026-05-07,2026-04-27,Yes,No,159.6,187.9,2026-04-27,102,0,7,0,186,unassigned,N,,,
2026-04-30,SATIN-TWIN-BLUSH PINK,X0041PJHXH,B0CNS85C1K,"DECOLURE Satin Bed Sheets - 3 Piece Luxury Silky Twin Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Blush Pink)",New,39,0,24,15,0,0,0,0,USD,0,14,25,31,,39.95,0,39.95,0,NoRestockExcessActionRequired,,0,0,0,0,0.74,0.177834,cubic feet,Standard,6.935526,US,gl_home,10574,222,0,14,21,39.95,0,391.22,698.67,886.34,18,0,6,0,0,4.36,12,0,6,6,,0,0,,,,,,,,,,,,,,,,,114.5,15,Healthy,,,2026-04-27,Yes,No,65.1,114.5,2026-04-27,51,0,0,0,222,unassigned,N,,,
2026-04-30,SATIN-FITTED-KING-PINK,X004CBP8ZL,B0DBW17V8N,"DECOLURE Satin Fitted Sheet King Size (1 PC) – Luxuriously Smooth & Softer Than Silk Bed Sheets w/ 15 Inch Deep Pocket Hypoallergenic Wrinkle Free, Secure Snug Fit, Elastic Corner Straps (Pink)",New,98,0,0,42,61,0,0,0,USD,8,21,29,45,,19.95,0,12.97,0,NoRestockExcessActionRequired,,0,0,0,203.23,0.34,0.198766,cubic feet,Standard,19.479068,US,gl_home,14844,164,43,37,57,12.97,122.15,378.5,538.1,869.3,0,0,0,61,0,21.59,100,100,0,0,,2,0,60,5.96,20,3.98,1,0.3,0,0,0,0,0,0,0,0,0,0,315.8,27,Excess,,,2026-04-27,Yes,No,263.2,315.8,2026-04-27,198,0,2,0,366,unassigned,N,,,
2026-04-30,SATIN-6PC-FULL-WHITE,X004BUWF31,B0D9R9B1VT,"DECOLURE Satin Bed Sheets - 6 Piece Luxury Silky Full Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (White)",New,65,0,1,48,30,0,0,0,USD,2,6,16,22,,29.95,0,29.95,0,Create Outlet deal,,19.47,2,0,2746.83,0.23,0.208541,cubic feet,Standard,13.555165,US,gl_home,24922,366,65,43,38,29.95,59.9,171.73,471.23,652.63,0,0,1,30,0,11.21,0,0,0,0,,17,0,30,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.8,5,Excess,,,2026-04-27,Yes,No,293.6,352.8,2026-04-27,66,1,15,1,366,unassigned,N,,,
2026-04-30,BM-KING-SAGE-GREEN,X0045AKL8X,B0CWJ2BG1V,DECOLURE Cooling Bed Sheets King Set 4pcs - Luxurious & Ultra-Soft King Size Cooling Sheets for Hot Sleepers - Comfortable & Cool Bamboo Viscose Microfiber Sheets King Size w/Deep Pockets (Sage Green),New,42,0,1,43,0,0,0,0,USD,13,33,61,68,,39.95,0,39.95,0,Create Outlet deal,,27.97,2,0,2594.36,0.77,0.24866,cubic feet,Standard,10.44372,US,gl_home,99235,264,43,5,8,39.95,519.35,1318.35,2484.95,2764.6,1,0,0,0,0,7.65,0,0,0,0,,1,0,,,,,,,,,,,,,,,,,134.5,7,Excess,,,2026-04-27,Yes,No,72.1,134.5,2026-04-27,43,1,0,0,264,unassigned,N,,,
2026-04-30,SS-BAMBOO-GREY-CALIFKING-6PCS,X004D8TO3F,B0DDTXZX13,"SLEEP SANCTUARY 100% Viscose Derived from Bamboo Sheets California King Size 6pcs – BamBliss Luxury Cooling Sheets for Hot Sleepers - Cloud Soft, 17"" Deep Pocket, Ultra Durable Bed Set (Grey)",New,5,0,0,0,5,0,0,0,USD,2,3,8,12,,69.99,0,69.99,0,Create Outlet deal,,37.49,2,0,529.15,1.08,0.302756,cubic feet,Standard,1.51378,US,gl_home,47560,47,0,6,5,69.99,139.98,209.97,559.92,854.88,0,0,0,5,0,1.99,0,0,0,0,,1,0,4,0.61,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,83.8,7,Low stock,5,2026-05-04,2026-04-27,Yes,No,64.3,83.8,2026-04-27,5,0,1,0,56,unassigned,N,,,
2026-04-30,SATIN-4PC-QUEEN-LAVENDER,X0042WUZUX,B0CQRXKRPN,"DECOLURE Satin Bed Sheets - 4 Piece Luxury Silky Queen Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Lavender)",New,104,0,110,0,0,0,0,0,USD,6,93,153,228,,31.95,0,31.95,0,CreateShippingPlan,,0,0,0,0,1.64,0.220739,cubic feet,Standard,22.956856,US,gl_home,10574,54,0,4,5,31.95,199.68,2707.82,4694.82,7091.07,9,101,0,0,0,8.63,0,0,0,0,,8,0,,,,,,,,,,,,,,,,,47.3,81,Healthy,35,2026-05-06,2026-04-27,No,No,46.3,47.3,2026-04-27,104,0,6,2,55,unassigned,N,,,
2026-04-30,SL-CLG-COMF-BLUE/DARK-GREY-QUEEN,X004OD3BZV,B0F7M56896,"SLEEPHORIA Cooling Comforter - BreezeWeave Cooling Blanket Queen Size for Hot Sleepers & Deep Rest - Cloud Soft, Breathable, Ultra Durable, Easy Care, Reversible - 90 x 90 in (Blue & Dark Grey)",,0,0,1,0,0,0,0,0,USD,1,2,15,64,,0,0,0,0,NoRestockExcessActionRequired,,,0,0,,3.11,0.711854,cubic feet,Standard,0,US,gl_home,285939,194,0,304,30,74.99,59.99,119.98,899.85,3839.36,0,0,1,0,0,,152,72,80,0,,1,0,,,,,,,,,,,,,,,,,23.2,27,Out of stock,,,2026-04-27,Yes,No,14,23.2,2026-04-27,152,0,0,1,255,unassigned,N,,,
2026-04-30,SL-COOLING-SHEET-TWIN-REGAL-PURPLE,X004OD1CAR,B0F7LXNNGZ,"SLEEPHORIA Cooling Sheets - BreezeWeave 3 PC Twin Size Cooling Bed Sheets for Hot Sleepers & Deep, Cool Rest - Cloud Soft, Silky Smooth, 16 in Deep Pocket, Ultra Durable (Regal Purple)",New,34,0,40,0,0,0,0,0,USD,1,9,14,18,,56.99,0,56.99,0,Create Outlet deal,,27.49,2,0,99.43,0.88,0.213861,cubic feet,Standard,7.271274,US,gl_home,32563,136,0,15,24,56.99,49.99,449.91,699.86,904.82,12,28,0,0,0,4.93,0,0,0,0,,6,0,,,,,,,,,,,,,,,,,146,15,Healthy,,,2026-04-27,Yes,No,146,119.6,2026-04-27,34,0,6,0,168,unassigned,N,,,
2026-04-30,Amazon.Found.B0C9LS8Z18,B0C9LS8Z18,B0C9LS8Z18,DECOLURE Cooling Bed Sheets King Set 4pcs - Luxurious & Ultra-Soft King Size Cooling Sheets for Hot Sleepers - Comfortable & Cool Bamboo Viscose Microfiber Sheets King Size w/Deep Pockets (Purple),New,8,0,0,0,8,0,0,0,USD,,,,,Low conversion,37.95,0,37.95,0,Lower price,,0,0,0,0,1.09,0.241113,cubic feet,Standard,1.928904,US,gl_home,99235,7,0,,,37.95,,,,,0,0,0,8,0,0.47,0,0,0,0,,0,0,8,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,46,2026-05-06,,,,,,2026-04-27,8,0,0,0,7,unassigned,N,,,
2026-04-30,SATIN-STRIPE-QUEEN-PINK,X0030KKNZF,B09G6JSW33,"DECOLURE Satin Bed Sheets - 4 Piece Luxury Silky Queen Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Striped Pink)",New,13,0,15,0,0,0,0,0,USD,4,19,33,62,,31.95,0,31.95,0,NoRestockExcessActionRequired,,0,0,0,0,1.4,0.188554,cubic feet,Standard,2.451202,US,gl_home,10574,366,0,40,40,30.35,107.29,573.74,1038.04,1964.59,1,2,12,0,0,0.59,180,0,180,0,,1,0,,,,,,,,,,,,,,,,,59.2,39,Low stock,,,2026-04-27,Yes,No,37.9,59.2,2026-04-27,193,0,0,1,366,unassigned,N,,,
2026-04-30,SATIN-TAUPE-KING-6PCS,X003UMBN9X,B0C7FNXRJF,"DECOLURE Satin Bed Sheets - 6 Piece Luxury Silky King Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Taupe)",New,73,0,0,1,71,3,0,0,USD,1,18,30,48,,33.95,0,33.95,0,Create Outlet deal,,30.34,20,0,88.77,0.48,0.239925,cubic feet,Standard,17.514525,US,gl_home,24922,366,54,16,19,33.95,33.95,611.03,1029.88,1615.66,0,0,0,74,0,32.75,0,0,0,0,,1,0,0,0,20,4.8,51,18.36,0,0,3,4.1,0,0,0,0,0,0,182,22,Excess,,,2026-04-27,Yes,No,125.5,182,2026-04-27,74,1,0,0,366,unassigned,N,,,
2026-04-30,SATIN-STRIPE-TWIN-BLACK,X0030KP0B7,B09G6H23C3,"DECOLURE Satin Bed Sheets - 3 Piece Luxury Silky Twin Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Striped Black)",New,41,0,0,31,1,0,9,0,USD,0,3,8,12,,40.95,0,40.95,0,NoRestockExcessActionRequired,,24,19,0,1459.07,0.26,0.160275,cubic feet,Standard,6.571275,US,gl_home,10574,366,39,54,44,40.95,0,67.34,197.99,318.52,0,0,0,1,0,14.45,0,0,0,0,,0,0,0,0,0,0,1,0.24,0,0,0,0,0,0,9,9.97,0,0,432.7,7,Excess,,,2026-04-27,Yes,No,432.7,352.4,2026-04-27,41,0,0,0,366,unassigned,N,,,
2026-04-30,LINEN-CURTAIN-52x108-LIGHT-GREY-2-PCS,X004NSXE4F,B0F63BLDMG,"DECOLURE Linen Blackout Curtains - SunShield 108 Inches Long Black Out Curtains for Living Room and Bedroom Windows - Luxury Faux Linen, 2 Panels Set, Ultra Durable - 108 Length x 52 in (Light Grey)",New,33,0,0,0,33,0,0,0,USD,0,0,0,0,Low traffic,32.99,0,32.99,0,Create removal order,,0,0,0,1818.24,0,0.199952,cubic feet,Standard,6.598416,US,gl_home,8148701,366,33,,,32.99,0,0,0,0,0,0,0,33,0,34.27,0,0,0,0,,0,0,0,0,0,0,8,2.4,25,27.25,0,0,0,0,0,0,0,0,,3,Excess,,,,,,,,2026-04-27,33,0,0,0,366,unassigned,N,,,
2026-04-30,SL-CLG-COMF-PINK/BEIGE-KING,X004OD84QH,B0F7M5L5Q9,"SLEEPHORIA Cooling Comforter - BreezeWeave Cooling Blanket King Size for Hot Sleepers & Deep Rest - Cloud Soft, Breathable, Ultra Durable, Easy Care, Reversible - 108 x 90 in (Pink & Beige)",New,0,0,1,0,0,0,0,0,USD,0,3,64,101,,69.99,0,0,0,NoRestockExcessActionRequired,,,0,0,,2.43,0.846699,cubic feet,Standard,0,US,gl_home,285939,236,0,160,15,69.99,0,209.97,4564.36,7141.49,1,0,0,0,0,,120,0,120,0,,1,0,,,,,,,,,,,,,,,,,35.2,20,Out of stock,,,2026-04-27,Yes,No,3.2,35.2,2026-04-27,120,0,0,1,238,unassigned,N,,,
2026-04-30,SATIN-STRIPE-TWIN-BLUE--6-PCS,X003UOCAYD,B0C7JVQWDH,"DECOLURE Satin Bed Sheets - 4 Piece Luxury Silky Twin Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Striped Blue)",New,22,0,0,0,0,22,0,0,USD,0,1,2,3,,27.95,0,27.95,0,Create Outlet deal,,20.96,2,0,786.3,0.13,0.102665,cubic feet,Standard,2.25863,US,gl_home,24922,366,22,88,95,27.95,0,27.95,57.9,85.85,0,0,0,22,0,14.45,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,22,12.89,0,0,0,0,0,0,713.3,3,Excess,,,2026-04-27,Yes,No,686,713.3,2026-04-27,22,0,0,0,366,unassigned,N,,,
2026-04-30,BAMBOO-FULL-LIGHTBLUE,X002O5111R,B08KQJYDCR,"DECOLURE 100% Viscose Derived from Bamboo Sheets Full Size - Luxury 4 Pc Naturally Cooling Sheets, Ultra Soft Bed Set - Deep 17"" Pockets, Durable Double Stitching, Oeko Tex Standard (Light Blue)",New,136,0,167,0,0,0,0,0,USD,5,23,62,80,,69.99,0,64.98,0,NoRestockExcessActionRequired,,0,0,0,0,0.57,0.221454,cubic feet,Standard,30.117744,US,gl_home,11515,323,0,36,33,64.98,324.9,1521.1,4043.07,5194.44,62,6,99,0,0,26.2,71,0,36,35,,68,6,,,,,,,,,,,,,,,,,159.3,45,Healthy,,,2026-04-27,Yes,No,159.3,148.4,2026-04-27,249,42,25,1,366,unassigned,N,,,
2026-04-30,SS-SATIN-PINK-FULL-4PCS,X004D7EW5B,B0DDQZG4MQ,"SLEEP SANCTUARY Satin Sheets Full Size – 4 Piece Luxury Silky Bed Set, Softer Than Silk, 15"" Deep Pocket, Cooling & Wrinkle-Free, Moisture-Wicking & Breathable for Hair & Skin (Pink)",New,98,0,99,0,0,0,0,0,USD,3,12,25,32,,31.95,0,31.95,0,Create Outlet deal,,26.56,2,0,142.5,0.38,0.242639,cubic feet,Standard,23.778622,US,gl_home,14711,366,0,44,54,31.95,95.85,419.37,852.72,1076.37,0,19,80,0,0,16.44,36,0,36,0,,1,0,,,,,,,,,,,,,,,,,267,26,Healthy,,,2026-04-27,Yes,No,267,241.8,2026-04-27,135,1,0,0,366,unassigned,N,,,
2026-04-30,SATIN-FITTED-FULL-LAVENDER,X004CBTTZ1,B0DBW1NXMH,"DECOLURE Satin Fitted Sheet Full Size (1 PC) – Luxuriously Smooth & Softer Than Silk Bed Sheets w/ 15 Inch Deep Pocket Hypoallergenic Wrinkle Free, Secure Snug Fit, Elastic Corner Straps (Lavender)",New,183,0,3,83,99,0,0,0,USD,4,17,27,32,,17.95,0,16.06,0,Edit listing,,0,0,0,1429.72,0.15,0.137461,cubic feet,Standard,25.155363,US,gl_home,14844,366,127,43,74,16.06,63.4,287.75,477.25,572,1,1,1,99,0,25.8,0,0,0,0,,3,0,119,8.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,25,Excess,,,2026-04-27,Yes,No,449.2,660,2026-04-27,183,0,1,2,366,unassigned,N,,,
2026-04-30,BAMBOO-TWIN-LIGHTOLIVE,X003TO84EJ,B0BZQ3XM7P,"DECOLURE 100% Viscose Derived from Bamboo Sheets Twin Size - Luxury 3 Pc Naturally Cooling Sheets, Ultra Soft Bed Set - Deep 17"" Pockets, Durable Double Stitching, Oeko Tex Standard (Light Olive)",New,62,0,0,0,1,0,0,61,USD,1,1,6,7,,85.99,0,49.49,0,Edit listing,,0,0,0,3675.45,0.11,0.200622,cubic feet,Standard,12.438564,US,gl_home,11515,366,62,248,115,49.49,49.49,49.49,307.47,354.21,0,0,0,1,0,105.52,0,0,0,0,,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,61,96.62,,6,Excess,,,,,,,981.7,2026-04-27,62,0,0,0,366,unassigned,N,,,
2026-04-30,LINEN-CURTAIN-52x63-BEIGE-2-PCS,X004NSXD1J,B0F6399V8H,"DECOLURE Linen Blackout Curtains - SunShield 63 Inches Long Black Out Curtains for Living Room and Bedroom Windows - Luxury Faux Linen, 2 Panels Set, Ultra Durable - 63 Length x 52 in (Beige)",New,14,0,0,0,14,0,0,0,USD,0,0,0,0,Low traffic,27.99,0,27.99,0,Advertise listing,,0,0,0,798.67,0,0.199952,cubic feet,Standard,2.799328,US,gl_home,6163377,366,14,,,27.99,0,0,0,0,0,0,0,14,0,5.89,0,0,0,0,,0,0,0,0,0,0,14,4.2,0,0,0,0,0,0,0,0,0,0,,3,Excess,,,,,,,,2026-04-27,14,0,0,0,366,unassigned,N,,,
2026-04-30,BAMBOO-FULL-LIGHTGREY,X002O4Z4JD,B08KQJHKFJ,"DECOLURE 100% Viscose Derived from Bamboo Sheets Full Size - Luxury 4 Pc Naturally Cooling Sheets, Ultra Soft Bed Set - Deep 17"" Pockets, Durable Double Stitching, Oeko Tex Standard (Light Grey)",New,61,0,46,42,0,0,0,0,USD,2,17,43,64,,69.99,0,69.98,0,NoRestockExcessActionRequired,,0,0,0,0,0.57,0.218272,cubic feet,Standard,13.314592,US,gl_home,11515,84,0,21,18,69.98,139.96,1144.66,2707.79,4034.04,0,7,39,0,0,8.63,30,30,0,0,,27,1,,,,,,,,,,,,,,,,,187.4,46,Healthy,,,2026-04-27,Yes,No,187.4,157.1,2026-04-27,92,1,26,0,193,unassigned,N,,,
